Numero,Cliente,Saldo,DiaAniversario
107803,45951,18238,14
107804,39634,12958,8
107805,42744,71412,24
107806,38862,23930,31
107807,8086,75716,31
107808,8126,80236,23
107809,70588,29661,20
107810,68544,49022,10
107811,13012,46966,21
107812,24010,30105,18
107813,33372,6341,30
107814,9586,28317,3
107815,64234,41647,25
107816,67217,77804,22
107817,80851,55052,9
107818,66160,15201,2
107819,74453,87179,14
107820,45127,94332,4
107821,94633,69861,31
107822,59097,16548,9
107823,35768,52512,1
107824,95819,47028,21
107825,12154,85758,18
107826,42995,79591,5
107827,63056,11685,29
107828,67551,38122,30
107829,50323,76213,20
107830,15891,66627,3
107831,29256,16109,23
107832,17913,88924,26
107833,29229,83250,26
107834,54772,99225,8
107835,37974,57572,15
107836,49478,82856,2
107837,88456,50898,11
107838,14842,57041,12
107839,98043,25274,23
107840,92314,85922,23
107841,59257,62773,14
107842,60792,69055,26
107843,48007,66251,24
107844,92828,72489,4
107845,83500,56407,19
107846,86648,29085,1
107847,3445,99209,28
107848,100060,55985,16
107849,28328,78953,22
107850,76789,95679,6
107851,68090,51947,2
107852,81725,80978,9
107853,95980,89277,28
107854,48827,85026,3
107855,69043,7011,16
107856,42743,14553,4
107857,56306,90516,30
107858,45654,4802,7
107859,95550,44958,7
107860,48803,58876,6
107861,77534,98213,31
107862,20413,26199,28
107863,72348,13890,13
107864,49164,80734,11
107865,38558,70761,18
107866,49772,60927,7
107867,10961,57497,31
107868,52265,71244,2
107869,35617,24651,23
107870,55441,26049,10
107871,16610,20104,23
107872,940,25191,25
107873,27094,38756,30
107874,86826,31867,5
107875,49434,55750,14
107876,73683,27945,8
107877,52940,50713,12
107878,22088,86127,20
107879,57448,58721,29
107880,10341,99840,31
107881,54644,64383,18
107882,31046,4342,4
107883,63213,56541,17
107884,78389,75667,14
107885,85247,57850,7
107886,39499,32455,4
107887,81654,26532,7
107888,6811,37834,5
107889,71953,80416,5
107890,44210,21315,25
107891,93052,3445,25
107892,79969,10896,18
107893,22760,24465,19
107894,63586,63382,16
107895,4935,82330,30
107896,24091,6451,17
107897,74020,33237,27
107898,15925,16655,15
107899,97102,61330,2
107900,14757,11605,31
107901,26712,83646,27
107902,71097,34663,11
107903,54394,54465,5
107904,76492,90187,24
107905,25656,32543,24
107906,23300,25332,23
107907,83169,77639,15
107908,49085,52768,24
107909,71468,79562,20
107910,61679,52529,9
107911,32773,412,3
107912,80402,24664,16
107913,59959,77946,9
107914,53988,72856,16
107915,100368,74743,26
107916,47494,93717,8
107917,2571,47367,19
107918,85186,70807,12
107919,4784,80879,25
107920,95628,1845,2
107921,65601,38164,2
107922,54116,74856,3
107923,37069,71691,22
107924,31571,74374,31
107925,41778,95662,21
107926,31019,14646,19
107927,9313,47639,24
107928,86731,55697,29
107929,47441,8085,4
107930,11304,94300,31
107931,46519,8909,15
107932,69440,73401,2
107933,77945,5968,27
107934,70628,2928,1
107935,159,52886,4
107936,27999,25062,4
107937,6230,37040,9
107938,71101,60677,21
107939,43424,6931,21
107940,16868,93344,21
107941,3448,14297,26
107942,29024,69064,7
107943,15114,64369,28
107944,75111,34502,16
107945,54632,6784,14
107946,23940,5533,13
107947,71823,148,24
107948,618,36617,9
107949,9977,58671,24
107950,36558,44299,14
107951,70575,7706,19
107952,34417,55526,26
107953,23213,28689,24
107954,44327,99642,23
107955,90444,78387,11
107956,93258,89906,18
107957,62842,99597,9
107958,6081,67868,6
107959,84171,80852,10
107960,13254,9893,24
107961,31403,60671,25
107962,78632,62536,29
107963,9545,38574,26
107964,64321,63117,25
107965,13798,62073,29
107966,35969,81219,9
107967,2766,59805,7
107968,77287,38062,13
107969,17092,4943,3
107970,66381,96073,5
107971,67309,39240,18
107972,80,37372,20
107973,94159,56620,4
107974,77365,88824,4
107975,36211,94731,15
107976,74717,47188,5
107977,27369,3281,15
107978,66365,86967,30
107979,62417,80461,5
107980,94054,69346,18
107981,82407,74418,2
107982,46179,90200,18
107983,22561,43079,10
107984,99256,37966,5
107985,96064,54133,9
107986,10501,53495,20
107987,100208,12084,6
107988,63978,33940,21
107989,73130,48782,25
107990,15009,65678,7
107991,37777,85309,8
107992,21090,90984,21
107993,47700,93148,25
107994,90066,96221,27
107995,38233,61637,5
107996,34077,56706,27
107997,82063,22306,9
107998,92906,94958,8
107999,76182,60287,18
108000,23217,88137,31
108001,58035,24703,8
108002,9103,41419,16
108003,29148,42134,24
108004,70520,33739,16
108005,39828,58089,22
108006,63833,73385,28
108007,75844,22442,1
108008,30384,16201,13
108009,30951,83202,27
108010,21395,6036,21
108011,55154,24234,19
108012,44367,76406,8
108013,98241,82562,1
108014,72216,63195,8
108015,32132,58047,6
108016,12326,92425,18
108017,74533,10691,4
108018,27453,15140,3
108019,72619,31837,20
108020,77021,34362,23
108021,3547,4507,12
108022,79693,95126,11
108023,30018,72421,27
108024,90756,49860,12
108025,57722,50494,3
108026,1435,39662,7
108027,69898,2041,30
108028,80628,79843,15
108029,30166,8676,21
108030,42171,92036,3
108031,98688,87392,25
108032,59231,77800,3
108033,45953,69939,10
108034,73446,34877,7
108035,68988,91272,24
108036,21400,96060,6
108037,47699,73089,23
108038,22121,72882,17
108039,30458,74045,27
108040,91455,90008,16
108041,18229,1982,19
108042,37811,23678,14
108043,29651,26212,7
108044,81892,30110,2
108045,28025,37548,30
108046,29025,49048,15
108047,77791,87880,1
108048,93489,4747,4
108049,45418,45985,29
108050,66848,78853,27
108051,31329,46061,31
108052,93971,57080,25
108053,36096,31981,3
108054,32486,47278,25
108055,97751,38876,26
108056,48679,37860,2
108057,533,57683,15
108058,92553,10462,21
108059,30769,40257,3
108060,87362,79297,20
108061,41534,70415,9
108062,65764,32413,29
108063,24297,7383,31
108064,72027,72373,19
108065,99737,57848,24
108066,44274,94376,29
108067,40226,22681,9
108068,82337,65749,5
108069,64192,93430,5
108070,1186,91116,5
108071,36776,79190,12
108072,57849,15833,6
108073,86380,91427,10
108074,13216,7909,21
108075,31191,97992,21
108076,83008,84320,29
108077,14471,7592,21
108078,11670,51850,17
108079,42874,6058,5
108080,64502,84154,5
108081,48179,61376,6
108082,9160,7664,10
108083,56985,10084,30
108084,60904,78182,3
108085,65135,5879,23
108086,26095,73121,29
108087,25337,50400,29
108088,34062,39238,27
108089,38353,60665,21
108090,41332,45410,20
108091,4584,78903,4
108092,61799,69714,12
108093,87046,60118,4
108094,86251,41341,10
108095,2846,15672,7
108096,91264,82700,18
108097,88624,12320,8
108098,36251,45920,19
108099,18324,30573,31
108100,99858,71723,27
108101,43018,45658,31
108102,80809,97738,7
108103,24602,75019,23
108104,84715,93148,28
108105,12109,62104,6
108106,62139,40865,4
108107,43488,13309,24
108108,12902,91239,7
108109,4655,83942,6
108110,50377,88797,15
108111,48953,72439,3
108112,60461,22308,22
108113,81266,73593,9
108114,17713,63917,16
108115,11312,63640,14
108116,99698,13887,12
108117,47479,86280,29
108118,35387,9968,7
108119,6516,60285,31
108120,24057,37645,7
108121,101296,96059,29
108122,20476,4992,12
108123,13107,49990,11
108124,101521,64742,23
108125,6685,38526,19
108126,77538,36309,5
108127,60973,91676,18
108128,42657,43371,13
108129,48119,46009,21
108130,87955,49934,11
108131,82138,80791,22
108132,98006,92922,17
108133,76114,30219,3
108134,63245,63093,6
108135,40715,32076,10
108136,37580,53572,25
108137,60301,13028,4
108138,9068,32986,24
108139,57235,8265,17
108140,14347,7966,17
108141,10461,94207,7
108142,41615,28380,16
108143,71833,71541,30
108144,54942,15381,13
108145,45438,23196,2
108146,82134,97797,2
108147,12993,97132,24
108148,1299,68002,24
108149,81922,54665,4
108150,100739,60488,31
108151,23798,75404,10
108152,97043,49675,3
108153,35677,67554,13
108154,34294,11365,25
108155,59723,42301,21
108156,23096,53500,31
108157,7043,97013,11
108158,95871,54337,25
108159,13694,36705,9
108160,40494,23710,3
108161,65289,35513,6
108162,77999,36943,23
108163,33955,30917,27
108164,93276,31685,31
108165,44623,95146,1
108166,81223,28787,14
108167,30759,4377,29
108168,31162,15687,28
108169,50044,99066,18
108170,15724,33693,1
108171,24591,66741,29
108172,48161,11662,10
108173,22148,84380,7
108174,60185,81369,31
108175,52800,64435,25
108176,96829,28978,15
108177,522,6114,11
108178,18076,58173,4
108179,57249,31215,4
108180,40328,74542,24
108181,81717,18918,12
108182,40893,69942,7
108183,35585,57364,1
108184,12452,69863,13
108185,7426,20287,23
108186,79643,90939,31
108187,30606,37043,4
108188,60901,98920,13
108189,44814,19909,27
108190,99721,85779,12
108191,93782,86345,11
108192,17943,71810,16
108193,43815,29568,17
108194,59667,41121,10
108195,47561,30220,10
108196,15658,45127,23
108197,71859,25289,8
108198,79727,17012,4
108199,66372,20150,2
108200,79205,92795,25
108201,184,51998,10
108202,82340,36483,27
108203,40292,87508,15
108204,3586,35495,27
108205,37342,20347,11
108206,54097,92575,7
108207,6111,14816,15
108208,14004,90871,1
108209,69003,92478,25
108210,43208,78904,16
108211,90052,14235,1
108212,25712,20347,30
108213,30327,48410,26
108214,20971,56276,14
108215,30432,85788,15
108216,50674,21375,11
108217,70656,65142,9
108218,85214,67059,13
108219,26717,90573,18
108220,94913,28642,17
108221,101548,23327,11
108222,19085,68207,19
108223,85757,24207,5
108224,33645,3565,22
108225,8381,377,27
108226,12507,80919,30
108227,28704,1962,21
108228,14881,18803,9
108229,90549,15995,1
108230,3026,71635,6
108231,27050,54206,28
108232,5186,68399,19
108233,67323,48185,1
108234,12668,50167,27
108235,8883,92631,2
108236,4112,10308,23
108237,77443,53803,17
108238,74831,86409,7
108239,81786,36972,19
108240,76840,85045,21
108241,24672,12037,1
108242,19967,76959,2
108243,28307,8972,9
108244,53480,15233,16
108245,29443,2075,19
108246,46817,60777,10
108247,1885,59770,14
108248,6338,42772,24
108249,24949,68661,11
108250,22605,97798,11
108251,50389,11263,9
108252,35349,38247,17
108253,6068,49525,6
108254,75424,22805,16
108255,24788,46617,13
108256,31038,11857,17
108257,76224,36765,5
108258,88700,82677,2
108259,29145,98709,30
108260,73632,60533,4
108261,25430,47056,3
108262,49917,91602,12
108263,60308,9665,30
108264,44632,53893,9
108265,81497,54150,12
108266,15391,38619,4
108267,100826,88218,29
108268,56758,55695,4
108269,68950,16835,20
108270,15132,23493,9
108271,26397,1545,4
108272,31951,94193,5
108273,56053,25540,1
108274,65123,97568,27
108275,95885,46708,17
108276,77963,785,5
108277,9321,41706,10
108278,43586,98865,22
108279,98677,35420,9
108280,85313,30053,1
108281,31238,80146,4
108282,8385,49730,28
108283,101047,65936,24
108284,17541,98711,13
108285,85082,28667,14
108286,53064,48010,10
108287,4104,41390,8
108288,48401,3793,8
108289,10056,57675,21
108290,61598,65616,29
108291,59496,56006,16
108292,32391,20799,18
108293,58755,58234,1
108294,94417,20749,19
108295,75423,63185,19
108296,68250,42657,26
108297,82524,19226,28
108298,97897,85957,22
108299,96240,30722,3
108300,57239,44548,12
108301,62131,58707,3
108302,29964,82343,16
108303,5381,69647,9
108304,31865,15496,23
108305,50551,67561,14
108306,30664,15686,11
108307,94236,24007,17
108308,6510,7427,27
108309,97647,45338,17
108310,25760,35497,2
108311,55123,39652,24
108312,94950,53318,1
108313,33415,12690,30
108314,55815,35020,28
108315,78766,41335,22
108316,39653,6499,16
108317,4827,39035,20
108318,73688,74836,7
108319,24671,22650,11
108320,69124,4403,27
108321,42002,78737,30
108322,40999,7739,10
108323,25436,62706,23
108324,27518,17513,5
108325,32847,25224,18
108326,79168,16442,18
108327,83426,46927,16
108328,79471,21526,17
108329,63773,14901,29
108330,53948,42822,11
108331,40080,12209,14
108332,27254,59655,6
108333,5798,42701,13
108334,42709,52271,2
108335,67612,80415,15
108336,99923,96030,30
108337,98248,49011,3
108338,98718,12452,24
108339,81832,85077,3
108340,42374,63970,22
108341,87506,54323,11
108342,100432,51286,28
108343,101365,44717,29
108344,62461,83664,16
108345,8591,98218,3
108346,83357,47669,23
108347,23457,5898,29
108348,80669,10834,29
108349,18240,66339,30
108350,76903,11644,6
108351,33470,59385,16
108352,16478,15407,24
108353,366,74625,28
108354,82862,66454,7
108355,98382,84640,30
108356,80930,17831,12
108357,65157,12713,8
108358,94980,69707,14
108359,46870,6806,28
108360,100371,1487,5
108361,77469,14467,22
108362,22862,74435,6
108363,5695,63962,31
108364,73559,62583,9
108365,71027,13137,12
108366,24411,10371,4
108367,29230,92640,29
108368,9991,11535,10
108369,62581,41239,25
108370,13685,86201,14
108371,97871,69980,17
108372,75351,4354,13
108373,34804,65292,13
108374,61674,18389,28
108375,74418,48462,10
108376,90322,26544,2
108377,34436,3053,16
108378,19123,89218,7
108379,97003,7457,12
108380,83978,59862,11
108381,101935,19001,13
108382,86614,3755,1
108383,41305,48079,19
108384,71404,13686,9
108385,69306,36254,15
108386,40342,50289,31
108387,83629,14612,9
108388,91871,39744,22
108389,49465,94799,22
108390,36469,76838,4
108391,49968,58115,9
108392,86138,85366,12
108393,33976,46652,4
108394,41252,98017,7
108395,28589,42853,23
108396,33416,89173,24
108397,25452,57039,28
108398,90456,64813,27
108399,36726,60132,1
108400,77342,92525,17
108401,80007,15232,9
108402,33997,96885,3
108403,41245,80851,12
108404,58042,38822,18
108405,42259,82526,19
108406,12160,60713,11
108407,70606,62936,25
108408,3032,87838,7
108409,97435,12043,21
108410,23204,32586,3
108411,68558,57123,23
108412,27566,8280,12
108413,19363,2893,26
108414,39524,83907,9
108415,33314,67045,20
108416,30774,20079,22
108417,11314,16776,16
108418,2988,77625,21
108419,42057,17188,5
108420,97659,16927,16
108421,21494,99383,31
108422,87181,32419,17
108423,60658,53193,13
108424,41165,34121,31
108425,81146,88994,26
108426,8119,22536,29
108427,18955,11708,16
108428,99273,20007,30
108429,41746,63478,28
108430,675,83084,5
108431,51781,12647,22
108432,10309,4851,26
108433,88931,35803,16
108434,39966,44529,4
108435,14140,32370,13
108436,44640,86649,12
108437,93751,9341,2
108438,2,76239,24
108439,101166,53916,7
108440,97624,69620,30
108441,69240,32816,22
108442,34035,71723,1
108443,29508,41499,11
108444,10321,32826,27
108445,97733,41452,11
108446,39704,54440,19
108447,87395,10379,13
108448,79965,24794,24
108449,100491,19425,27
108450,74801,80942,5
108451,82841,89078,9
108452,26388,23733,30
108453,71211,24289,7
108454,56394,60377,5
108455,49548,89118,21
108456,77135,72133,16
108457,85413,6425,3
108458,46676,37269,25
108459,32017,56645,26
108460,46719,78965,21
108461,83048,72472,6
108462,14142,14234,13
108463,32100,35640,29
108464,88111,92819,1
108465,92147,24335,24
108466,52158,46392,2
108467,75821,86274,25
108468,99115,85478,15
108469,32480,68027,31
108470,81575,31087,17
108471,24984,55869,27
108472,25368,86204,27
108473,97225,65101,26
108474,15919,79185,7
108475,96459,21708,11
108476,92010,74938,15
108477,78848,95673,11
108478,34508,68510,9
108479,59246,51831,10
108480,71311,10482,15
108481,23495,44608,17
108482,15038,92941,28
108483,30893,80925,10
108484,7912,59138,13
108485,26458,24739,17
108486,78636,38759,24
108487,7348,93125,20
108488,94278,44949,24
108489,40434,55254,23
108490,50545,79254,2
108491,89353,94394,6
108492,2471,33995,15
108493,93819,47500,8
108494,6493,32873,16
108495,6349,74927,6
108496,54634,25463,15
108497,93947,65524,19
108498,12571,48610,15
108499,89732,29056,6
108500,76629,41201,17
108501,44074,22865,10
108502,55370,4425,8
108503,74028,3744,30
108504,23374,20402,4
108505,31510,3922,1
108506,98155,99760,5
108507,65119,31498,12
108508,9953,71035,9
108509,71016,11392,24
108510,22971,83797,8
108511,9898,47260,23
108512,65236,93860,4
108513,96154,69355,6
108514,26278,60510,26
108515,39935,18456,17
108516,70133,84705,18
108517,35796,89640,20
108518,89001,17592,7
108519,65040,91729,24
108520,46315,36288,3
108521,74321,8628,12
108522,58447,84231,3
108523,74033,55282,1
108524,28596,66323,7
108525,22019,39158,25
108526,23956,89721,19
108527,26955,90036,31
108528,39670,73696,14
108529,39016,74301,23
108530,42236,10797,12
108531,46472,52048,2
108532,82123,2346,11
108533,32242,86755,4
108534,1855,74842,31
108535,79393,23993,17
108536,53426,11543,26
108537,76009,92806,26
108538,49478,88811,27
108539,15086,28944,12
108540,29261,66876,23
108541,57708,14984,15
108542,17648,62562,3
108543,32616,45154,11
108544,25673,49170,5
108545,62059,33402,26
108546,47054,28297,22
108547,11816,81474,3
108548,85191,21346,7
108549,67432,13810,4
108550,98575,71702,18
108551,47291,95069,15
108552,98711,14491,30
108553,18632,32098,26
108554,101724,63000,11
108555,80420,16066,27
108556,17453,95606,1
108557,38544,50877,18
108558,90643,77415,29
108559,12209,39006,6
108560,22247,18989,10
108561,68609,53137,15
108562,83848,76839,4
108563,22962,62709,10
108564,57220,56807,7
108565,41732,61658,7
108566,62301,15700,1
108567,21413,69915,17
108568,5418,6147,23
108569,47629,74868,24
108570,80104,63914,16
108571,54244,70645,23
108572,82144,49921,13
108573,2809,87089,22
108574,35275,5151,25
108575,65879,32290,22
108576,63551,12679,24
108577,32809,99382,31
108578,56336,95957,22
108579,16587,98047,7
108580,35150,20845,16
108581,19635,34591,14
108582,53772,75504,27
108583,101167,24569,28
108584,22660,71054,13
108585,4588,52639,4
108586,47519,41065,25
108587,2759,6820,26
108588,85729,13889,19
108589,57823,73490,27
108590,65306,31353,1
108591,66032,44844,29
108592,75711,43917,6
108593,21252,36600,12
108594,45892,61731,27
108595,36395,69592,2
108596,92007,69801,2
108597,85977,56143,20
108598,38983,21712,26
108599,28508,80202,30
108600,6287,66670,17
108601,18110,16467,4
108602,31,11422,31
108603,85428,7527,7
108604,30856,11190,4
108605,53682,98373,15
108606,28622,31036,30
108607,82500,32128,21
108608,1592,90223,7
108609,18121,52672,30
108610,82590,22197,29
108611,42916,18463,25
108612,46705,62971,2
108613,56142,92676,4
108614,5334,31712,9
108615,74830,90633,1
108616,22669,99093,28
108617,78892,3529,25
108618,41166,93000,21
108619,78945,67351,3
108620,22099,19098,3
108621,39238,84536,9
108622,60401,1426,25
